game_id,pid,player,pos,team,min,fgm_a,tpm_a,ftm_a,oreb,dreb,reb,ast,stl,blk,tos,pfs,plus_minus,pts
400277721,4270,Trevor Booker,PF,Washington Wizards,17,2-9,0-1,0-0,1,0,1,1,1,1,4,4,-15,4
400277721,2426,Trevor Ariza,SF,Washington Wizards,25,3-8,2-4,1-2,1,2,3,4,3,2,0,0,-9,9
400277721,2399,Emeka Okafor,C,Washington Wizards,25,4-10,0-0,2-4,5,2,7,0,0,4,1,1,-5,10
400277721,4010,A.J. Price,PG,Washington Wizards,29,2-13,2-9,1-1,1,1,2,6,0,0,1,1,-11,7
400277721,6580,Bradley Beal,SG,Washington Wizards,22,2-8,2-4,2-2,0,3,3,3,1,0,2,1,-16,8
400277721,4165,Jan Vesely,PF,Washington Wizards,21,3-4,0-0,1-4,3,1,4,1,0,1,1,3,-2,7
400277721,2477,Earl Barron,PF,Washington Wizards,16,4-6,0-0,0-1,4,4,8,0,1,1,0,2,1,8
400277721,6470,Chris Singleton,SF,Washington Wizards,17,2-7,0-1,0-0,2,2,4,2,2,0,1,2,1,4
400277721,2795,Martell Webster,SF,Washington Wizards,23,4-6,1-3,0-0,0,3,3,1,2,0,0,1,-1,9
400277721,1821,Jannero Pargo,PG,Washington Wizards,16,2-6,1-4,2-2,0,1,1,3,0,0,1,3,7,7
400277721,4243,Jordan Crawford,SG,Washington Wizards,29,4-13,0-6,3-4,1,2,3,5,1,1,1,1,0,11
400277721,3930,Cartier Martin,SF,Washington Wizards,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400277721,6474,Tristan Thompson,PF,Cleveland Cavaliers,32,5-8,0-0,2-4,3,7,10,5,1,0,2,2,20,12
400277721,4232,Alonzo Gee,SF,Cleveland Cavaliers,34,2-9,0-2,0-0,2,1,3,2,2,0,3,5,14,4
400277721,2419,Anderson Varejao,C,Cleveland Cavaliers,37,3-7,0-0,3-3,12,11,23,9,0,2,1,4,7,9
400277721,6442,Kyrie Irving,PG,Cleveland Cavaliers,35,11-20,3-6,4-5,0,6,6,3,0,1,4,4,23,29
400277721,6628,Dion Waiters,SG,Cleveland Cavaliers,28,6-14,2-5,3-4,0,2,2,0,3,0,3,0,13,17
400277721,2027,Luke Walton,SF,Cleveland Cavaliers,12,1-2,0-1,0-0,0,1,1,0,0,0,2,0,-11,2
400277721,6631,Tyler Zeller,C,Cleveland Cavaliers,15,2-4,0-0,1-2,0,2,2,0,1,1,0,2,4,5
400277721,4303,Donald Sloan,PG,Cleveland Cavaliers,13,2-5,0-1,0-0,0,0,0,1,0,0,2,2,-13,4
400277721,2778,C.J. Miles,SG,Cleveland Cavaliers,18,1-5,0-1,0-0,0,4,4,1,0,0,3,0,2,2
400277721,3006,Daniel Gibson,SG,Cleveland Cavaliers,16,3-5,2-4,2-4,1,2,3,1,0,1,0,2,-9,10
400277721,6452,Jon Leuer,PF,Cleveland Cavaliers,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400277721,4304,Samardo Samuels,PF,Cleveland Cavaliers,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400277721,3554,Omri Casspi,SF,Cleveland Cavaliers,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400277722,261,Kevin Garnett,PF,Boston Celtics,32,4-8,0-0,1-1,1,11,12,2,0,2,5,4,-4,9
400277722,2745,Brandon Bass,PF,Boston Celtics,28,6-11,0-0,3-4,6,5,11,1,0,0,1,2,-8,15
400277722,662,Paul Pierce,SF,Boston Celtics,41,6-15,2-4,9-9,0,5,5,5,2,0,0,3,-17,23
400277722,3026,Rajon Rondo,PG,Boston Celtics,44,9-14,0-2,2-4,0,7,7,13,0,0,4,4,-13,20
400277722,3445,Courtney Lee,SG,Boston Celtics,24,5-6,1-1,0-0,0,1,1,1,0,0,1,5,-7,11
400277722,6624,Jared Sullinger,PF,Boston Celtics,8,1-2,0-0,0-0,0,1,1,0,0,0,0,1,-3,2
400277722,3209,Jeff Green,SG,Boston Celtics,23,0-4,0-0,3-4,0,3,3,0,1,0,1,0,-7,3
400277722,841,Jason Terry,SG,Boston Celtics,25,2-7,0-3,4-4,0,0,0,1,1,0,3,3,-10,8
400277722,2166,Leandro Barbosa,SG,Boston Celtics,16,6-8,3-3,1-2,0,1,1,1,0,0,0,1,4,16
400277722,1731,Chris Wilcox,PF,Boston Celtics,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400277722,6599,Kris Joseph,SF,Boston Celtics,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400277722,987,Jason Collins,C,Boston Celtics,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400277722,2171,Darko Milicic,C,Boston Celtics,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400277722,976,Shane Battier,SF,Miami Heat,29,2-4,2-3,0-0,0,2,2,1,1,0,0,3,12,6
400277722,1966,LeBron James,SF,Miami Heat,29,10-16,2-4,4-5,1,9,10,3,2,0,0,2,12,26
400277722,1977,Chris Bosh,C,Miami Heat,37,8-15,0-1,3-4,2,8,10,1,0,3,1,3,15,19
400277722,3419,Mario Chalmers,PG,Miami Heat,36,3-7,0-1,2-2,0,1,1,11,3,0,1,3,11,8
400277722,1987,Dwyane Wade,SG,Miami Heat,35,10-22,0-0,9-11,2,1,3,4,2,1,4,3,-6,29
400277722,2184,Udonis Haslem,PF,Miami Heat,11,0-1,0-0,0-0,0,3,3,0,0,0,1,1,-2,0
400277722,469,Rashard Lewis,PF,Miami Heat,19,4-5,1-2,1-2,0,5,5,1,0,1,0,1,1,10
400277722,558,Mike Miller,SF,Miami Heat,7,0-0,0-0,0-0,0,0,0,1,0,0,0,1,8,0
400277722,6431,Norris Cole,PG,Miami Heat,6,1-2,1-2,0-0,0,0,0,1,0,0,1,2,5,3
400277722,9,Ray Allen,SG,Miami Heat,31,5-7,2-3,7-8,0,2,2,2,0,0,0,1,9,19
400277722,6439,Josh Harrellson,PF,Miami Heat,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400277722,2009,James Jones,SF,Miami Heat,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400277722,6490,Terrel Harris,SG,Miami Heat,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400277723,91,Elton Brand,PF,Dallas Mavericks,36,3-10,0-0,2-2,2,9,11,2,1,1,0,4,7,8
400277723,3242,Brandan Wright,PF,Dallas Mavericks,20,5-5,0-0,4-5,1,4,5,0,0,3,3,3,4,14
400277723,510,Shawn Marion,SF,Dallas Mavericks,33,5-11,0-0,1-1,2,7,9,4,1,1,2,4,-2,11
400277723,3973,Darren Collison,PG,Dallas Mavericks,32,8-12,0-1,1-2,0,2,2,4,3,0,2,2,0,17
400277723,3450,O.J. Mayo,SG,Dallas Mavericks,31,4-13,2-4,2-2,1,0,1,3,1,0,2,0,-1,12
400277723,6581,Jae Crowder,SF,Dallas Mavericks,20,3-7,2-4,0-0,0,3,3,2,1,0,0,1,2,8
400277723,990,Eddy Curry,C,Dallas Mavericks,17,3-7,0-0,1-2,2,2,4,0,0,0,1,4,6,7
400277723,3963,Rodrigue Beaubois,PG,Dallas Mavericks,17,4-8,1-2,2-2,1,0,1,5,1,0,0,2,9,11
400277723,2008,Dahntay Jones,SG,Dallas Mavericks,8,0-0,0-0,0-0,0,0,0,0,0,0,0,2,2,0
400277723,136,Vince Carter,SG,Dallas Mavericks,27,5-12,0-4,1-2,0,4,4,2,1,0,1,3,13,11
400277723,6593,Bernard James,C,Dallas Mavericks,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400277723,4246,Dominique Jones,SG,Dallas Mavericks,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400277723,6582,Jared Cunningham,SG,Dallas Mavericks,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400277723,2384,Dwight Howard,PF,Los Angeles Lakers,38,8-12,0-0,3-14,4,6,10,2,0,1,3,6,-13,19
400277723,25,Metta World Peace,SF,Los Angeles Lakers,36,1-8,0-3,1-2,2,6,8,4,3,0,3,1,-5,3
400277723,996,Pau Gasol,C,Los Angeles Lakers,40,8-19,1-1,6-8,4,9,13,6,0,3,2,2,3,23
400277723,592,Steve Nash,PG,Los Angeles Lakers,34,3-9,1-4,0-0,0,2,2,4,0,1,1,1,-3,7
400277723,110,Kobe Bryant,SG,Los Angeles Lakers,35,11-14,0-0,0-0,0,1,1,0,1,0,2,3,-1,22
400277723,385,Antawn Jamison,PF,Los Angeles Lakers,15,2-4,0-1,1-1,1,4,5,2,1,0,0,3,0,5
400277723,3994,Jordan Hill,C,Los Angeles Lakers,14,4-6,0-0,1-6,4,1,5,0,0,0,1,2,-9,9
400277723,1994,Steve Blake,PG,Los Angeles Lakers,14,0-2,0-1,0-0,0,0,0,6,1,0,1,2,-5,0
400277723,4003,Jodie Meeks,SG,Los Angeles Lakers,13,1-3,1-3,0-0,0,2,2,0,0,0,1,1,-7,3
400277723,4256,Devin Ebanks,SF,Los Angeles Lakers,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400277723,6620,Robert Sacre,C,Los Angeles Lakers,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400277723,6463,Darius Morris,PG,Los Angeles Lakers,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400277723,2377,Chris Duhon,PG,Los Angeles Lakers,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400277724,2177,David West,PF,Indiana Pacers,28,12-19,0-1,1-1,0,2,2,1,1,0,0,3,0,25
400277724,4251,Paul George,SF,Indiana Pacers,35,7-15,0-0,0-0,2,13,15,5,0,1,5,2,3,14
400277724,3436,Roy Hibbert,C,Indiana Pacers,29,6-13,0-0,2-4,3,7,10,3,1,5,0,3,7,14
400277724,3438,George Hill,PG,Indiana Pacers,33,3-9,1-4,1-2,0,1,1,7,0,1,1,3,2,8
400277724,2761,Gerald Green,SG,Indiana Pacers,37,2-7,2-4,0-0,0,2,2,2,0,1,6,1,1,6
400277724,3991,Tyler Hansbrough,PF,Indiana Pacers,20,2-5,0-0,4-4,0,3,3,1,0,0,0,0,2,8
400277724,4020,Sam Young,SF,Indiana Pacers,11,2-2,0-0,0-0,1,2,3,1,0,0,0,0,1,4
400277724,2774,Ian Mahinmi,C,Indiana Pacers,19,0-1,0-0,1-2,2,3,5,0,0,2,4,3,-5,1
400277724,3415,D.J. Augustin,PG,Indiana Pacers,15,1-4,1-1,2-3,0,1,1,2,1,0,2,1,0,5
400277724,4244,Lance Stephenson,SG,Indiana Pacers,13,2-3,1-1,0-0,1,3,4,0,0,0,0,0,-1,5
400277724,4008,Jeff Ayres,PF,Indiana Pacers,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400277724,6657,Ben Hansbrough,PG,Indiana Pacers,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400277724,6595,Orlando Johnson,SG,Indiana Pacers,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400277724,2987,Andrea Bargnani,PF,Toronto Raptors,34,4-15,1-4,7-8,0,3,3,1,0,3,3,2,-3,16
400277724,4274,Landry Fields,SF,Toronto Raptors,24,0-6,0-1,0-0,0,2,2,1,1,0,1,1,6,0
400277724,6477,Jonas Valanciunas,C,Toronto Raptors,23,6-15,0-0,0-0,6,4,10,0,0,1,0,4,-7,12
400277724,3012,Kyle Lowry,PG,Toronto Raptors,36,6-11,2-3,7-7,1,6,7,8,5,0,2,3,-1,21
400277724,3978,DeMar DeRozan,SG,Toronto Raptors,27,5-14,0-0,0-0,3,2,5,1,0,1,0,1,-5,10
400277724,4259,Ed Davis,PF,Toronto Raptors,14,2-4,0-0,1-2,1,1,2,0,0,2,2,1,1,5
400277724,2769,Amir Johnson,PF,Toronto Raptors,17,2-6,0-0,1-2,3,4,7,0,2,1,0,3,4,5
400277724,3207,Aaron Gray,C,Toronto Raptors,8,2-2,0-0,0-0,0,1,1,0,0,0,0,2,1,4
400277724,2806,Jose Calderon,PG,Toronto Raptors,26,6-12,3-6,0-0,0,1,1,3,1,0,1,1,-8,15
400277724,2866,John Lucas III,PG,Toronto Raptors,5,0-1,0-0,0-0,0,1,1,0,0,0,0,0,-3,0
400277724,6569,Alan Anderson,SG,Toronto Raptors,19,0-3,0-1,0-0,1,1,2,4,3,0,1,0,1,0
400277724,6619,Terrence Ross,SG,Toronto Raptors,6,0-2,0-2,0-0,0,1,1,0,0,0,0,0,4,0
400277724,2770,Linas Kleiza,SF,Toronto Raptors,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400277725,6433,Kenneth Faried,PF,Denver Nuggets,17,3-9,0-0,0-0,5,2,7,0,1,0,2,2,-7,6
400277725,2386,Andre Iguodala,SF,Denver Nuggets,35,5-13,0-4,1-3,1,3,4,4,2,1,4,0,-19,11
400277725,6436,Jordan Hamilton,SF,Denver Nuggets,13,2-5,0-2,0-0,0,6,6,2,0,0,0,2,-5,4
400277725,3444,Kosta Koufos,C,Denver Nuggets,30,2-3,0-0,2-4,4,5,9,0,1,1,1,3,0,6
400277725,4000,Ty Lawson,PG,Denver Nuggets,37,7-17,1-2,1-2,1,4,5,7,2,0,0,4,-3,16
400277725,3191,Corey Brewer,SF,Denver Nuggets,27,3-9,2-6,0-0,0,6,6,0,1,0,5,4,0,8
400277725,3194,Wilson Chandler,SF,Denver Nuggets,21,2-8,0-1,1-2,0,3,3,0,0,0,1,4,-7,5
400277725,3452,JaVale McGee,C,Denver Nuggets,18,2-5,0-0,0-0,4,3,7,0,0,3,3,0,-9,4
400277725,557,Andre Miller,PG,Denver Nuggets,32,5-15,0-1,0-0,1,6,7,5,2,0,3,2,0,10
400277725,6588,Evan Fournier,SG,Denver Nuggets,10,2-4,1-2,0-0,0,0,0,1,0,0,1,1,5,5
400277725,3455,Anthony Randolph,SF,Denver Nuggets,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400277725,6611,Quincy Miller,SF,Denver Nuggets,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400277725,3428,Danilo Gallinari,SF,Denver Nuggets,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400277725,3244,Thaddeus Young,PF,Philadelphia 76ers,36,6-12,0-0,1-3,1,4,5,1,2,1,1,2,18,13
400277725,6424,Lavoy Allen,PF,Philadelphia 76ers,17,1-5,0-0,1-2,4,0,4,0,0,1,1,0,-1,3
400277725,4239,Evan Turner,SF,Philadelphia 76ers,28,2-7,0-1,1-1,0,6,6,2,0,0,3,4,10,5
400277725,3995,Jrue Holiday,PG,Philadelphia 76ers,41,5-16,0-3,4-5,2,4,6,11,2,0,3,3,8,14
400277725,1018,Jason Richardson,SG,Philadelphia 76ers,37,4-13,2-7,0-0,2,2,4,2,4,3,0,3,7,10
400277725,2423,Dorell Wright,SF,Philadelphia 76ers,28,3-12,2-8,6-6,2,5,7,0,2,1,2,1,-1,14
400277725,3243,Nick Young,SF,Philadelphia 76ers,19,3-9,1-3,2-2,0,3,3,0,1,0,1,0,-6,9
400277725,3211,Spencer Hawes,C,Philadelphia 76ers,31,6-11,2-3,2-2,3,9,12,2,2,5,3,1,10,16
400277725,6638,Maalik Wayns,PG,Philadelphia 76ers,3,0-0,0-0,0-0,0,0,0,0,0,0,1,0,0,0
400277725,2506,Damien Wilkins,SG,Philadelphia 76ers,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400277725,6612,Arnett Moultrie,PF,Philadelphia 76ers,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400277725,981,Kwame Brown,C,Philadelphia 76ers,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400277725,2387,Royal Ivey,PG,Philadelphia 76ers,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400277726,6462,Marcus Morris,PF,Houston Rockets,26,3-10,0-2,0-0,4,3,7,1,0,0,2,3,-3,6
400277726,6466,Chandler Parsons,SF,Houston Rockets,42,3-9,1-4,4-5,2,5,7,6,0,0,3,3,9,11
400277726,3414,Omer Asik,C,Houston Rockets,33,5-6,0-0,2-6,2,7,9,0,1,2,3,2,3,12
400277726,4299,Jeremy Lin,PG,Houston Rockets,35,5-12,0-2,2-2,0,4,4,8,4,0,4,4,23,12
400277726,3992,James Harden,SG,Houston Rockets,44,14-25,4-10,5-6,1,5,6,12,4,1,4,2,18,37
400277726,6530,Greg Smith,PF,Houston Rockets,17,4-4,0-0,2-2,2,3,5,0,2,0,0,5,4,10
400277726,3979,Toney Douglas,PG,Houston Rockets,13,0-5,0-2,2-2,0,0,0,1,0,0,1,1,-14,2
400277726,1999,Carlos Delfino,SG,Houston Rockets,24,5-6,5-6,0-0,1,6,7,0,1,0,3,3,8,15
400277726,3196,Daequan Cook,SG,Houston Rockets,6,0-2,0-1,0-0,0,0,0,0,0,0,0,1,-3,0
400277726,6597,Terrence Jones,PF,Houston Rockets,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400277726,6629,Royce White,PF,Houston Rockets,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400277726,6464,Donatas Motiejunas,PF,Houston Rockets,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400277726,4267,Cole Aldrich,C,Houston Rockets,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400277726,2775,Jason Maxiell,PF,Detroit Pistons,24,4-7,0-0,2-2,4,4,8,0,0,2,2,2,4,10
400277726,4260,Greg Monroe,PF,Detroit Pistons,35,7-13,0-0,0-3,2,6,8,4,3,0,4,4,-9,14
400277726,1724,Tayshaun Prince,SF,Detroit Pistons,32,4-9,0-1,4-4,0,4,4,1,1,0,1,0,-8,12
400277726,6448,Brandon Knight,PG,Detroit Pistons,37,5-15,1-4,4-6,0,4,4,4,1,0,2,0,-12,15
400277726,3235,Rodney Stuckey,SG,Detroit Pistons,37,1-10,0-3,7-8,0,2,2,6,1,0,0,0,-19,9
400277726,3998,Jonas Jerebko,PF,Detroit Pistons,20,2-7,0-1,3-3,4,0,4,1,1,0,0,2,-10,7
400277726,6469,Kyle Singler,SF,Detroit Pistons,16,4-5,2-2,0-0,0,2,2,0,0,1,1,0,-1,10
400277726,6585,Andre Drummond,C,Detroit Pistons,13,1-1,0-0,0-0,0,2,2,0,2,1,2,2,0,2
400277726,2816,Will Bynum,PG,Detroit Pistons,13,4-6,1-1,0-0,0,2,2,2,1,0,3,4,2,9
400277726,6586,Kim English,SG,Detroit Pistons,14,3-6,2-4,0-0,0,0,0,3,2,0,1,1,8,8
400277726,6609,Khris Middleton,PF,Detroit Pistons,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400277726,2792,Charlie Villanueva,PF,Detroit Pistons,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400277726,3976,Austin Daye,SF,Detroit Pistons,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400277727,3462,Jason Thompson,PF,Sacramento Kings,28,3-6,0-0,2-2,3,5,8,2,0,1,0,4,-2,8
400277727,3999,James Johnson,PF,Sacramento Kings,21,1-8,0-1,0-0,2,1,3,1,3,0,4,3,-13,2
400277727,4258,DeMarcus Cousins,C,Sacramento Kings,25,7-14,0-0,0-0,3,4,7,1,3,2,7,4,-12,14
400277727,3983,Tyreke Evans,PG,Sacramento Kings,39,8-13,1-2,4-4,1,7,8,3,0,1,2,3,1,21
400277727,6472,Isaiah Thomas,PG,Sacramento Kings,25,3-8,2-3,2-2,0,0,0,1,0,0,3,1,-6,10
400277727,6618,Thomas Robinson,PF,Sacramento Kings,22,1-5,0-0,1-2,1,2,3,0,1,0,3,3,1,3
400277727,2834,Chuck Hayes,PF,Sacramento Kings,18,1-2,0-0,0-0,1,2,3,3,1,1,0,3,-2,2
400277727,6434,Jimmer Fredette,PG,Sacramento Kings,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,2,0
400277727,3192,Aaron Brooks,PG,Sacramento Kings,23,3-10,1-3,0-1,0,3,3,1,1,0,0,6,0,7
400277727,4017,Marcus Thornton,SG,Sacramento Kings,32,5-15,1-6,4-5,0,4,4,2,1,0,0,1,1,15
400277727,2755,Francisco Garcia,SG,Sacramento Kings,8,2-3,1-2,0-0,0,1,1,0,0,0,0,1,0,5
400277727,6441,Tyler Honeycutt,SF,Sacramento Kings,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400277727,2015,Travis Outlaw,SF,Sacramento Kings,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400277727,1703,Carlos Boozer,PF,Chicago Bulls,33,8-13,0-0,2-5,1,7,8,2,1,1,3,3,5,18
400277727,2429,Luol Deng,SF,Chicago Bulls,42,3-13,0-4,1-3,5,7,12,2,0,1,4,3,6,7
400277727,3224,Joakim Noah,C,Chicago Bulls,40,6-12,0-0,11-12,5,5,10,3,5,3,2,2,6,23
400277727,1981,Kirk Hinrich,SG,Chicago Bulls,29,1-7,0-1,1-3,1,2,3,7,0,0,2,2,5,3
400277727,294,Richard Hamilton,SG,Chicago Bulls,31,7-16,0-1,5-5,0,1,1,3,2,0,3,1,6,19
400277727,3986,Taj Gibson,PF,Chicago Bulls,19,2-6,0-0,0-0,1,4,5,0,0,4,0,1,-1,4
400277727,568,Nazr Mohammed,C,Chicago Bulls,3,1-1,0-0,0-0,1,0,1,0,0,1,0,2,0,2
400277727,2782,Nate Robinson,PG,Chicago Bulls,20,3-8,1-2,0-0,0,5,5,1,0,0,3,2,1,7
400277727,6430,Jimmy Butler,SG,Chicago Bulls,11,1-1,0-0,2-2,0,1,1,0,0,0,0,3,-5,4
400277727,3190,Marco Belinelli,SG,Chicago Bulls,12,1-2,1-1,3-3,0,0,0,3,0,0,1,0,7,6
400277727,1016,Vladimir Radmanovic,SF,Chicago Bulls,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400277727,6626,Marquis Teague,PG,Chicago Bulls,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400277728,215,Tim Duncan,PF,San Antonio Spurs,34,10-15,0-0,4-5,2,9,11,3,0,3,5,3,13,24
400277728,2167,Boris Diaw,PF,San Antonio Spurs,30,2-3,0-1,0-0,2,2,4,6,2,1,2,1,13,4
400277728,6450,Kawhi Leonard,SF,San Antonio Spurs,34,6-13,3-6,4-4,1,6,7,1,5,0,2,5,12,19
400277728,1015,Tony Parker,PG,San Antonio Spurs,35,9-19,1-1,4-6,0,3,3,6,0,0,0,2,12,23
400277728,3988,Danny Green,SG,San Antonio Spurs,33,4-11,1-5,0-0,0,3,3,0,1,2,1,1,-4,9
400277728,1996,Matt Bonner,PF,San Antonio Spurs,10,1-3,1-2,0-0,0,0,0,0,0,1,1,2,-6,3
400277728,378,Stephen Jackson,SF,San Antonio Spurs,25,2-6,0-3,3-6,1,4,5,1,1,0,0,5,-4,7
400277728,3233,Tiago Splitter,C,San Antonio Spurs,16,3-5,0-0,1-2,3,3,6,1,0,0,1,1,-9,7
400277728,4004,Patty Mills,PG,San Antonio Spurs,6,0-0,0-0,1-2,0,1,1,1,0,1,2,0,-4,1
400277728,4300,Gary Neal,SG,San Antonio Spurs,17,1-5,0-2,0-1,1,2,3,3,0,0,1,1,-3,2
400277728,3965,DeJuan Blair,C,San Antonio Spurs,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400277728,6446,Cory Joseph,PG,San Antonio Spurs,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400277728,3977,Nando de Colo,PG,San Antonio Spurs,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400277728,6583,Anthony Davis,PF,New Orleans Hornets,29,6-12,0-0,9-9,3,4,7,0,1,1,0,0,-20,21
400277728,4248,Al-Farouq Aminu,SF,New Orleans Hornets,37,8-16,0-1,1-2,0,7,7,3,2,3,3,2,-17,17
400277728,3447,Robin Lopez,C,New Orleans Hornets,26,4-10,0-0,0-0,3,6,9,3,0,1,2,2,-15,8
400277728,4291,Greivis Vasquez,PG,New Orleans Hornets,37,4-8,0-3,0-0,0,6,6,13,1,0,2,3,-5,8
400277728,6617,Austin Rivers,SG,New Orleans Hornets,24,1-9,0-2,5-6,0,1,1,2,0,0,3,3,-2,7
400277728,3412,Ryan Anderson,PF,New Orleans Hornets,29,3-10,1-5,4-4,0,5,5,0,0,0,0,2,16,11
400277728,6610,Darius Miller,SF,New Orleans Hornets,14,1-2,1-2,0-0,0,1,1,2,2,0,2,2,15,3
400277728,3232,Jason Smith,C,New Orleans Hornets,17,5-6,0-0,2-2,3,3,6,1,1,1,1,1,12,12
400277728,6641,Brian Roberts,PG,New Orleans Hornets,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,-3,0
400277728,1721,Roger Mason Jr.,SG,New Orleans Hornets,27,3-7,2-4,0-0,0,1,1,2,0,0,0,5,-1,8
400277728,2794,Hakim Warrick,PF,New Orleans Hornets,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400277728,6485,Lance Thomas,SF,New Orleans Hornets,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400277728,4241,Xavier Henry,SF,New Orleans Hornets,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400277729,91,Elton Brand,PF,Dallas Mavericks,26,2-8,0-0,1-2,3,4,7,2,3,2,2,3,-2,5
400277729,3242,Brandan Wright,PF,Dallas Mavericks,26,7-8,0-0,1-2,0,3,3,1,0,2,1,2,1,15
400277729,510,Shawn Marion,SF,Dallas Mavericks,29,2-7,1-2,0-0,2,9,11,4,0,0,4,1,0,5
400277729,3973,Darren Collison,PG,Dallas Mavericks,33,6-12,2-2,3-3,1,3,4,7,1,0,1,2,-3,17
400277729,3450,O.J. Mayo,SG,Dallas Mavericks,31,3-9,3-5,3-4,0,4,4,3,0,0,2,4,-1,12
400277729,6581,Jae Crowder,SF,Dallas Mavericks,22,3-11,2-6,0-2,0,3,3,1,0,0,0,5,-10,8
400277729,6593,Bernard James,C,Dallas Mavericks,16,1-5,0-0,6-6,2,4,6,0,1,0,1,3,-27,8
400277729,990,Eddy Curry,C,Dallas Mavericks,8,1-1,0-0,0-2,0,0,0,0,0,0,2,3,0,2
400277729,3963,Rodrigue Beaubois,PG,Dallas Mavericks,15,3-5,1-2,1-1,0,1,1,0,2,1,1,3,-16,8
400277729,4246,Dominique Jones,SG,Dallas Mavericks,1,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400277729,6582,Jared Cunningham,SG,Dallas Mavericks,6,0-3,0-1,0-0,0,0,0,0,1,0,1,1,-4,0
400277729,2008,Dahntay Jones,SG,Dallas Mavericks,8,1-4,0-0,0-0,0,0,0,0,0,0,0,0,-25,2
400277729,136,Vince Carter,SG,Dallas Mavericks,20,3-12,2-4,4-4,0,1,1,2,0,0,1,5,-8,12
400277729,2797,Marvin Williams,PF,Utah Jazz,30,7-13,2-3,5-5,0,3,3,1,1,1,1,2,9,21
400277729,3015,Paul Millsap,PF,Utah Jazz,33,5-12,0-0,3-4,8,7,15,3,1,0,0,3,18,13
400277729,2389,Al Jefferson,C,Utah Jazz,29,4-11,0-0,4-4,5,9,14,2,3,0,1,2,8,12
400277729,2178,Mo Williams,PG,Utah Jazz,30,7-16,2-4,5-5,0,2,2,6,2,2,2,2,19,21
400277729,4249,Gordon Hayward,SG,Utah Jazz,24,4-10,0-1,3-5,3,0,3,2,0,0,0,3,1,11
400277729,4257,Derrick Favors,PF,Utah Jazz,18,1-2,0-0,4-6,2,8,10,0,0,2,3,3,11,6
